y,x,I0,bg,y_err,x_err,I0_err,bg_err,H_det,error_flag,snr,rmse,n_iter,y_detect,x_detect,frame,loc_idx,trajectory,subproblem_n_traj,subproblem_n_locs
85.05915907168801,48.50248628119274,293.0934463303818,-0.416074745545271,0.1571568936609803,0.1571560576061776,36.699616184360295,0.985587786758401,0.6296567684012228,1.0,1049.4205555613123,7.879253515299515,10.0,85.0,49.0,4,0,0,0,1
123.15909494456476,177.16067124927926,63.459099655747124,3.2194190637488163,0.2146582438178738,0.21465824234498404,8.916326522056668,0.22707289960475144,0.006659817122157213,0.0,59.24730444902494,1.787694985908621,10.0,123.0,177.0,13,1,1,0,1
170.27347144731894,141.8394589355388,43.44352235823846,1.8901028130096933,0.25543802317375336,0.25543912543822045,7.3044527689069145,0.18583609559665132,0.005999186976831875,0.0,30.662382727485298,1.4626103784370148,10.0,170.0,142.0,23,2,2,0,1
180.35574562895079,144.99120188999197,35.319724701339176,2.123142016456456,0.26989241234664824,0.2698949292065365,6.293775161505276,0.16003851911496422,0.0041154855910332175,0.0,42.325883851123564,1.2593802554619764,10.0,180.0,145.0,23,3,3,0,1
125.3664713755262,168.27252122833406,56.59437334839865,2.4067014809047884,0.20887796721679655,0.20887846097622784,7.793686861169078,0.19833921697680204,0.003479300883672153,0.0,29.669853754867276,1.5612050791699061,10.0,125.0,168.0,25,4,4,0,1
118.38369842875274,168.56267767578527,113.93876052171395,2.161923525299511,0.10162483366131074,0.1016248795464046,7.610467674586677,0.19365552306153327,0.00017721730877580768,0.0,278.18227810685926,1.5243512233246783,10.0,118.0,169.0,28,5,5,0,1
93.21499181262128,40.086352368174275,48.011694206069514,2.183480314455399,0.2655581945992027,0.26555944003156723,8.425032194948999,0.21449066051275376,0.012424685666906788,0.0,29.03861263773666,1.6884685207235204,10.0,93.0,40.0,33,6,6,0,1
115.41082575268932,171.15612642663413,52.25631953358122,2.8813900428198163,0.27260143434917505,0.2726034963095371,9.543837351433945,0.24316241536819838,0.0227658491650027,0.0,22.01939716364704,1.9147094302737617,10.0,115.0,171.0,45,7,7,0,1
79.48428994295286,92.05269117345702,41.43948404790593,2.0968823033238313,0.26690423222007537,0.26690611912993734,7.332736743872016,0.18655868514622825,0.007263544878042667,0.0,26.988673029090304,1.4683763478026806,10.0,79.0,92.0,49,8,8,0,1
111.88742057247457,57.049753822157115,70.27314323078816,2.259358677408881,0.17641983161198052,0.1764200820183625,8.101994434161627,0.20622416824233356,0.002068573398975892,0.0,46.00872729382032,1.6232720941986327,10.0,112.0,57.0,53,9,9,0,1
131.26151533961135,145.27240092054075,99.20257506806112,2.6624449899599947,0.166512861933473,0.16651267296403763,11.011087874313212,0.2808730619645726,0.005632421269853107,0.0,138.70294539651624,2.2124125294659667,10.0,131.0,145.0,67,10,10,0,1
103.76126188480201,158.34210267341703,43.39805073298637,2.143874055407847,0.2657040079706619,0.2657031987950191,7.5989828989675585,0.1933619740788425,0.00823037679022422,0.0,20.708550184818296,1.5219580027731419,10.0,104.0,158.0,69,11,11,0,1
133.8252960057935,150.2294057041514,82.04478107912392,2.8015583743025734,0.16792139017327484,0.16792108100722017,9.137709778293658,0.2327467357323853,0.0027522170565358333,0.0,89.87627728234294,1.8324670018485014,10.0,134.0,150.0,69,12,12,0,1
104.1393738362311,159.6819011929239,56.416978159675224,2.534436801476638,0.20235638204536416,0.20235516997598382,7.57603124519826,0.19277538625709545,0.0027353173864887257,0.0,47.79622528723405,1.5173090378488634,10.0,104.0,160.0,82,13,13,0,1
132.73001982339653,145.00757043810418,96.30041012135939,2.345148564637385,0.15242961945523512,0.15243070363754826,9.585002805652067,0.24421865147636673,0.0022642634934790734,0.0,112.70411849719422,1.9229718743313449,10.0,133.0,145.0,85,14,14,0,1
53.00118186799457,121.75117797515892,65.82682398059853,2.495856091759006,0.2264942381923293,0.22649275355323797,9.78545346376848,0.24936336478510035,0.011994694476257405,0.0,67.0032641849132,1.963566995857317,10.0,53.0,122.0,90,15,15,0,1
174.48512321207295,47.13263424138478,11172.274547947205,-129.03090989284132,0.1690291151867567,0.16902973827056955,99.66923585943665,26.548816045792403,5704.996512495932,1.0,1232993.2241746432,247.58563680133727,10.0,175.0,47.0,91,16,16,0,1
54.07239063951209,109.19486741286933,50.83084991285874,3.630641252939872,0.2933584545936784,0.29335738375411197,9.797435225375041,0.24967096122260032,0.03392253070734898,0.0,16.973828003043117,1.9659824707007958,10.0,54.0,109.0,92,17,17,0,1
103.75263466787956,157.70705258463144,49.13309757951165,2.1701967793542565,0.21207495658817815,0.21207460248759955,6.856376178542387,0.17439384738371758,0.002211396555661281,0.0,42.90642717120129,1.3724725615158166,10.0,104.0,158.0,95,18,18,0,1
120.71804255477855,143.60395799544844,104.61152579644906,2.476079255574107,0.11784424894186316,0.11784399222453941,8.121392193740604,0.20672036591616746,0.0004158505068226414,0.0,162.46981572410172,1.6272922818132438,10.0,121.0,144.0,95,19,19,0,1
127.00614217466295,141.38148036105076,73.29359386455971,3.0628567795913346,0.19703426448947753,0.1970323745959247,9.593866099358829,0.2444460999766444,0.006345061952503712,0.0,44.065208255602705,1.9248126660880485,10.0,127.0,141.0,96,20,20,0,1
74.76051295929115,107.88977976128527,54.76280504909869,3.6750693600906477,0.30035316412212615,0.30035464946182805,10.898534756133648,0.2779754851868027,0.05720874450769951,0.0,17.29142409188233,2.1894767268814386,10.0,75.0,108.0,111,21,21,0,1
