,centroid-0,centroid-1,orientation,axis_major_length,axis_minor_length,area,area_filled,eccentricity,intensity_mean,background,intensity_mean_mKO2,background_mKO2,intensity_mean_GFP,background_GFP,time
1,130.36231884057972,308.1159420289855,0.5594605135594064,9.965806849283071,8.809857587565647,69,69,0.4674708961340928,3045.695652173913,1235.510017388093,7025.855072463768,2103.9805538030682,3249.1884057971015,1899.5416237093573,2460328.24011574
2,406.75384615384615,256.0,1.5707963267948966,9.491696776251741,8.708072837567373,65,65,0.397871596727054,2896.353846153846,1235.510017388093,8115.907692307693,2103.9805538030682,5804.861538461539,1899.5416237093573,2460328.24011574
3,342.4555555555556,365.5111111111111,1.2709956717383195,10.901752433391032,10.518047572874458,90,90,0.2629723216869278,1774.0,1235.510017388093,3586.6,2103.9805538030682,4273.144444444444,1899.5416237093573,2460328.24011574
4,369.6222222222222,256.26666666666665,0.17508333804505852,8.038429673383474,7.146574349244394,45,45,0.45780806980087757,3480.9333333333334,1235.510017388093,12142.755555555555,2103.9805538030682,5486.422222222222,1899.5416237093573,2460328.24011574
5,410.4943820224719,217.13483146067415,1.3198685655050812,11.576591288926652,9.790222681256518,89,89,0.5336723751368669,2018.8651685393259,1235.510017388093,8393.438202247191,2103.9805538030682,4539.426966292135,1899.5416237093573,2460328.24011574
6,147.55371900826447,305.702479338843,-0.5268363822321311,15.289188687680577,10.099573325529173,121,121,0.7507648083959763,2699.495867768595,1235.510017388093,7790.462809917355,2103.9805538030682,3559.371900826446,1899.5416237093573,2460328.24011574
7,291.3333333333333,317.64814814814815,0.3649777729645091,8.426690433742195,8.195013170922953,54,54,0.23287476725410317,3340.6666666666665,1235.510017388093,6260.148148148148,2103.9805538030682,4389.759259259259,1899.5416237093573,2460328.24011574
8,364.4871794871795,245.52564102564102,-1.413967654648591,12.145193602622284,8.150450359312805,78,78,0.7413809305183753,2659.0,1235.510017388093,11249.576923076924,2103.9805538030682,5177.025641025641,1899.5416237093573,2460328.24011574
9,400.47222222222223,218.83333333333334,1.116381834563568,7.707595976085753,5.899393258008538,36,36,0.6435549544841342,2256.722222222222,1235.510017388093,9116.194444444445,2103.9805538030682,4586.194444444444,1899.5416237093573,2460328.24011574
10,470.15625,235.59375,-0.767468632650279,6.6686573934736995,6.123541342104955,32,32,0.39598494821385455,2699.84375,1235.510017388093,1854.40625,2103.9805538030682,4164.15625,1899.5416237093573,2460328.24011574
