,centroid-0,centroid-1,orientation,axis_major_length,axis_minor_length,area,area_filled,eccentricity,intensity_mean,background,intensity_mean_mKO2,background_mKO2,intensity_mean_GFP,background_GFP,time
1,287.3222222222222,136.0,0.18860823561488557,12.523132062185436,9.135944633190235,90,90,0.6839535744184334,1394.6666666666667,1011.5783769422815,3451.8777777777777,2426.9745339891933,3223.5,4046.2259082864166,2460328.2943287
2,347.9259259259259,129.96296296296296,0.23110951927202525,9.361655547161979,7.299774180365428,54,54,0.6260879023837843,1382.0,1011.5783769422815,1641.7222222222222,2426.9745339891933,3797.0,4046.2259082864166,2460328.2943287
3,267.63157894736844,318.2368421052632,0.9887808634833066,7.312532944421425,6.703080938621831,38,38,0.3996759187579936,2835.3684210526317,1011.5783769422815,6809.236842105263,2426.9745339891933,14632.78947368421,4046.2259082864166,2460328.2943287
4,338.0,139.76470588235293,-0.3815188367877573,8.338158434289706,7.8328798444919,51,51,0.3428185058513781,1405.1568627450981,1011.5783769422815,1733.0,2426.9745339891933,3464.549019607843,4046.2259082864166,2460328.2943287
5,296.25,102.41666666666667,-1.2830840015272542,8.12473694714276,7.4973909970039285,48,48,0.3853135978697935,1294.6041666666667,1011.5783769422815,12517.166666666666,2426.9745339891933,6514.208333333333,4046.2259082864166,2460328.2943287
6,329.25,147.58333333333334,1.2830840015272544,8.12473694714276,7.497390997003929,48,48,0.3853135978697935,1538.4791666666667,1011.5783769422815,2192.625,2426.9745339891933,3295.8541666666665,4046.2259082864166,2460328.2943287
7,333.88607594936707,328.45569620253167,1.2261822570276808,10.61694857686765,9.472321941711117,79,79,0.4516627697186298,1585.4177215189873,1011.5783769422815,9368.025316455696,2426.9745339891933,20373.25316455696,4046.2259082864166,2460328.2943287
8,369.85714285714283,174.375,-0.020096890486295312,8.862073966446282,8.019706093714507,56,56,0.42552457423717577,1317.232142857143,1011.5783769422815,1808.875,2426.9745339891933,4129.696428571428,4046.2259082864166,2460328.2943287
9,293.65,304.475,0.19363939609729203,8.034538549760358,6.314759717710148,40,40,0.6182878215051296,2107.0,1011.5783769422815,7494.5,2426.9745339891933,16862.725,4046.2259082864166,2460328.2943287
10,338.6333333333333,317.23333333333335,-1.1339088520237455,6.283778480530452,6.12306343143693,30,30,0.22471808759223028,2621.5,1011.5783769422815,10779.366666666667,2426.9745339891933,22379.766666666666,4046.2259082864166,2460328.2943287
11,255.89554641387946,250.36326238597746,-0.13623972718207641,103.0834694423995,72.83965314930937,5591,5591,0.7076047363719898,3022.2216061527456,1011.5783769422815,11285.102486138438,2426.9745339891933,16811.850831693795,4046.2259082864166,2460328.2943287
12,297.4428571428571,329.7,0.04128766717636738,10.75030164164324,8.34070387583056,70,70,0.6309079896790183,1577.6714285714286,1011.5783769422815,7536.957142857143,2426.9745339891933,17495.8,4046.2259082864166,2460328.2943287
