,centroid-0,centroid-1,orientation,axis_major_length,axis_minor_length,area,area_filled,eccentricity,intensity_mean,background,intensity_mean_mKO2,background_mKO2,intensity_mean_GFP,background_GFP,time
1,380.54507772020725,405.84145077720206,-0.7855286932695843,79.85189618896747,62.72260303438531,3860,3860,0.6188785277889433,1645.1437823834196,1052.85943269171,3885.6194300518137,3231.732494871848,4797.2,5326.090959948615,2460328.25074074
2,137.92,26.45,-1.3806811156281469,13.323624666311545,9.671536886723567,100,100,0.6878067702566657,1388.0,1052.85943269171,1050.2,3231.732494871848,6927.67,5326.090959948615,2460328.25074074
3,317.7090909090909,203.76363636363635,-0.01886724712155932,8.752935417068386,8.034697848613487,55,55,0.39671175698582306,2092.981818181818,1052.85943269171,11306.436363636363,3231.732494871848,16313.0,5326.090959948615,2460328.25074074
4,128.42384105960264,482.317880794702,-1.4755954073479949,15.818387010925862,12.162919382284878,151,151,0.6393567696220079,1058.1986754966888,1052.85943269171,11380.887417218542,3231.732494871848,2281.2847682119204,5326.090959948615,2460328.25074074
5,276.8888888888889,182.4830917874396,-0.7322175152651839,16.962879018624918,15.557923013600387,207,207,0.39848540698491597,2149.68115942029,1052.85943269171,6113.434782608696,3231.732494871848,8473.463768115942,5326.090959948615,2460328.25074074
6,412.9488065007618,200.66825799898425,-0.5348717448689068,131.28503478340275,95.90609876661895,9845,9845,0.6828932964966731,2096.667750126968,1052.85943269171,6144.609852717115,3231.732494871848,5398.344743524632,5326.090959948615,2460328.25074074
7,314.20388349514565,234.62135922330097,-1.0897964761326702,12.897750623713023,10.171810595940324,103,103,0.6148424436454114,1961.7475728155339,1052.85943269171,8721.660194174758,3231.732494871848,12416.699029126214,5326.090959948615,2460328.25074074
8,486.8306414397785,22.393170281495156,0.4977364696982811,66.74503738177451,44.57967308847463,2167,2167,0.7442421168882024,1082.4600830641439,1052.85943269171,2309.695431472081,3231.732494871848,2233.809875403784,5326.090959948615,2460328.25074074
9,236.91027308192457,9.47074122236671,0.010816458343781869,42.15851253080299,24.554914726265707,769,769,0.8128718152222415,1069.0845253576074,1052.85943269171,2620.7620286085826,3231.732494871848,6051.48244473342,5326.090959948615,2460328.25074074
10,174.04615384615386,23.369230769230768,0.14743869960356684,9.626619823923358,8.615131946636309,65,65,0.44621050543511265,1265.8153846153846,1052.85943269171,1300.8,3231.732494871848,11170.415384615384,5326.090959948615,2460328.25074074
11,328.1776757329566,408.47862945955495,1.3728988545678855,74.73517371380365,51.24975145337381,2831,2831,0.7278358268115019,1712.5895443306251,1052.85943269171,3817.035323207347,3231.732494871848,5605.954079830449,5326.090959948615,2460328.25074074
12,250.5731707317073,248.64634146341464,-1.4084359680182565,16.251081762716574,12.993840029866101,164,164,0.6005759709001294,2886.9268292682927,1052.85943269171,8321.024390243903,3231.732494871848,11826.963414634147,5326.090959948615,2460328.25074074
13,329.03125,219.58333333333334,-0.7214229647348345,11.484079922358504,10.68437358446614,96,96,0.3666373974013432,1588.6666666666667,1052.85943269171,9646.34375,3231.732494871848,14685.697916666666,5326.090959948615,2460328.25074074
14,292.5121951219512,239.8048780487805,-0.8986041887749334,11.941567403036903,8.729379207911304,82,82,0.6823690794440627,2453.878048780488,1052.85943269171,8230.878048780487,3231.732494871848,12914.207317073171,5326.090959948615,2460328.25074074
15,262.2156862745098,197.66666666666666,0.23361133518924182,9.954065691277547,6.724432968178618,51,51,0.7373175020055466,2513.823529411765,1052.85943269171,9831.156862745098,3231.732494871848,13312.0,5326.090959948615,2460328.25074074
16,256.64864864864865,255.59459459459458,-0.7701832141963538,13.715539820984617,7.273291414714065,74,74,0.8478127739074279,3616.5945945945946,1052.85943269171,8452.797297297297,3231.732494871848,12169.378378378378,5326.090959948615,2460328.25074074
17,292.77272727272725,183.61363636363637,1.2707559654947629,7.8915013133355405,7.106991697516296,44,44,0.43467365100149147,1850.75,1052.85943269171,7414.522727272727,3231.732494871848,10740.09090909091,5326.090959948615,2460328.25074074
18,274.98148148148147,240.12962962962962,-1.3860281192084591,9.161039304172958,7.49969698650193,54,54,0.5742908707145221,2893.0925925925926,1052.85943269171,8191.648148148148,3231.732494871848,12135.037037037036,5326.090959948615,2460328.25074074
19,379.4594594594595,162.78378378378378,-1.150985689130373,7.612305923872975,6.14971960829062,37,37,0.5893668425750115,2129.108108108108,1052.85943269171,4245.945945945946,3231.732494871848,3979.864864864865,5326.090959948615,2460328.25074074
20,248.17567567567568,196.1081081081081,-0.4617120259610239,11.53256695131497,8.1965831589326,74,74,0.7034612347972822,2355.2702702702704,1052.85943269171,8626.945945945947,3231.732494871848,11866.364864864865,5326.090959948615,2460328.25074074
